idCompra;idItemCompra;forma;modalidade;criterioJulgamento;numeroItemCompra;descricaoItem;codigoItemCatalogo;nomeUnidadeMedida;siglaUnidadeMedida;nomeUnidadeFornecimento;siglaUnidadeFornecimento;capacidadeUnidadeFornecimento;quantidade;precoUnitario;percentualMaiorDesconto;niFornecedor;nomeFornecedor;marca;codigoUasg;nomeUasg;codigoMunicipio;municipio;estado;codigoOrgao;nomeOrgao;poder;esfera;dataCompra;dataHoraAtualizacaoCompra;dataHoraAtualizacaoItem;dataResultado;dataHoraAtualizacaoUasg;codigoClasse;nomeClasse
16800506910402025;8393495;SISPP;6; ;4;EPINEFRINA, DOSAGEM: 1MG/ML , USO: SOLUÇÃO INJETÁVEL ;268255;null;ML;AMPOLA;AM;1,00;2,00;1,57;0,00;05194502000114;ALFALAGOS LTDA.;-;168005;INDUSTRIA DE MATERIAL BELICO DO BRASIL/FI;3132404;ITAJUBÁ;MG;52221;INDUSTRIA DE MATERIAL BELICO DO BRASIL;E;F;2025-05-30 00:00:00.0;2025-05-31T01:00:09.972585;2025-05-31T02:30:24.410825;2025-05-30 00:00:00.0;2025-09-08T15:20;6505;DROGAS E MEDICAMENTOS
9001605900122025;8379738;SISPP;5;V;14;EPINEFRINA, DOSAGEM: 1MG/ML , USO: SOLUÇÃO INJETÁVEL ;268255;null;ML;AMPOLA;AM;1,00;50,00;3,80;0,00;03339270000110;THE BEST PHARMA LTDA;HIPOLABOR;090016;JUSTICA FEDERAL DE 1A. INSTANCIA - RJ;3304557;RIO DE JANEIRO;RJ;12001;JUSTICA FEDERAL DE PRIMEIRO GRAU /RJ;E;F;2025-05-29 00:00:00.0;2025-05-30T01:10:13.939679;2025-05-30T08:16:46.438485;2025-05-29 00:00:00.0;2025-09-12T13:33;6505;DROGAS E MEDICAMENTOS
98672705900402025;8379013;SISRP;5;V;4;EPINEFRINA, DOSAGEM: 1MG/ML , USO: SOLUÇÃO INJETÁVEL ;268255;null;ML;AMPOLA;AM;1,00;3.000,00;0,92;0,00;24586988000180;CIRURGICA NOSSA SENHORA LTDA;1134300010016;986727;PREFEITURA MUNICIPAL DE MONTE ALTO - SP;3531308;MONTE ALTO;SP;95933;PREFEITURA MUNICIPAL DE MONTE ALTO - SP;E;M;2025-05-29 00:00:00.0;2025-05-30T01:10:13.768154;2025-05-30T08:16:18.496730;2025-05-29 00:00:00.0;2024-03-24T15:14;6505;DROGAS E MEDICAMENTOS
16800506920402025;8407132;SISPP;6; ;4;EPINEFRINA, DOSAGEM: 1MG/ML , USO: SOLUÇÃO INJETÁVEL ;268255;null;ML;AMPOLA;AM;1,00;2,00;1,57;0,00;05194502000114;ALFALAGOS LTDA.;-;168005;INDUSTRIA DE MATERIAL BELICO DO BRASIL/FI;3132404;ITAJUBÁ;MG;52221;INDUSTRIA DE MATERIAL BELICO DO BRASIL;E;F;2025-06-02 00:00:00.0;2025-06-03T01:00:06.920314;2025-06-03T02:30:10.340613;2025-06-02 00:00:00.0;2025-09-08T15:20;6505;DROGAS E MEDICAMENTOS
98350105900342025;8415307;SISPP;5;D;112;EPINEFRINA, DOSAGEM: 1MG/ML , USO: SOLUÇÃO INJETÁVEL ;268255;null;ML;AMPOLA;AM;1,00;500,00;2,04;58,82;08778201000126;DROGAFONTE LTDA;HIPOLABOR-MG (MG);983501;MBA-PREFEITURA MUNICIPAL DE DOM BASILIO;2910107;DOM BASÍLIO;BA;94981;PREFEITURA DE DOM BASILIO - BA;E;M;2025-06-02 00:00:00.0;2025-06-03T01:10:13.727253;2025-06-03T03:04:08.411912;2025-06-02 00:00:00.0;2025-04-26T12:13;6505;DROGAS E MEDICAMENTOS
15307305900032025;8430951;SISRP;5;V;33;EPINEFRINA, DOSAGEM: 1MG/ML , USO: SOLUÇÃO INJETÁVEL ;268255;null;ML;AMPOLA;AM;1,00;500,00;1,39;0,00;23706033000157;MEDICAL CENTER DISTRIBUIDORA DE MEDICAMENTOS LTDA;Ampola 1,00 ML;153073;CENTRO DE CIENCIAS AGRARIAS DA UFPB;2501104;AREIA;PB;26240;UNIVERSIDADE FEDERAL DA PARAIBA;E;F;2025-06-03 00:00:00.0;2025-06-04T01:10:13.219009;2025-06-04T03:04:40.043746;2025-06-03 00:00:00.0;2025-07-07T15:16;6505;DROGAS E MEDICAMENTOS
46240605900032025;8430790;SISPP;5;V;92;EPINEFRINA, DOSAGEM: 1MG/ML , USO: SOLUÇÃO INJETÁVEL ;268255;null;ML;AMPOLA;AM;1,00;4.000,00;0,86;0,00;04780117000196;EUTICA ATACADISTA DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA;Hipolabor;462406;FUNDO MUNICIPAL DE SAUDE DE PAUDALHO - PE;2610608;PAUDALHO;PE;98972;FUNDO MUNICIPAL DE SAUDE DE PAUDALHO - PE;E;M;2025-06-03 00:00:00.0;2025-06-04T01:10:13.193268;2025-06-04T03:04:35.040519;2025-06-03 00:00:00.0;2024-04-07T15:14;6505;DROGAS E MEDICAMENTOS
16020305900122024;5105839;SISRP;5;V;58;EPINEFRINA, DOSAGEM: 1MG/ML , USO: SOLUÇÃO INJETÁVEL ;268255;null;ML;AMPOLA;AM;1,00;250,00;1,76;0,00;05577401000122;OTIMA DISTRIBUIDORA MEDICA HOSPITALAR LTDA;HYPOFARMA;160203;2 BATALHAO DE ENGENHARIA DE CONSTRUCAO;2211001;TERESINA;PI;52121;COMANDO DO EXERCITO;E;F;2024-06-03 00:00:00.0;2025-06-04T03:30:00.001037;2025-06-04T04:00:00.015935;2024-06-03 00:00:00.0;2025-08-22T11:02;6505;DROGAS E MEDICAMENTOS
92611905900782024;5115305;SISRP;5;V;13;EPINEFRINA, DOSAGEM: 1MG/ML , USO: SOLUÇÃO INJETÁVEL ;268255;null;ML;AMPOLA;AM;1,00;96.711,00;1,10;0,00;17174657000844;HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA;SIMILAR/HYPOFARMA;926119;SECRETARIA DE ESTADO DE SAÚDE - DF;5300108;BRASÍLIA;DF;97436;EDF-SECRETARIA DE ESTADO DE SAÚDE - GDF;E;E;2024-06-04 00:00:00.0;2025-06-05T03:30:00.030828;2025-06-05T04:00:00.015280;2024-06-04 00:00:00.0;2025-01-14T10:37;6505;DROGAS E MEDICAMENTOS
92776105900302024;5116748;SISRP;5;V;9;EPINEFRINA, DOSAGEM: 1MG/ML , USO: SOLUÇÃO INJETÁVEL ;268255;null;ML;AMPOLA;AM;1,00;3.000,00;1,89;0,00;34772843000128;NOVA OESTE  DISTRIBUIDORA DE MEDICAMENTOS LTDA;Adren;927761;SERVIÇO AUTONOMO HOSPITALAR DE VOLTA REDONDA;3306305;VOLTA REDONDA;RJ;99088;SERVIÇO AUTONOMO HOSPITALAR DE VOLTA REDONDA;E;M;2024-06-04 00:00:00.0;2025-06-05T03:30:00.030828;2025-06-05T04:00:00.015280;2024-06-04 00:00:00.0;2024-04-18T12:19;6505;DROGAS E MEDICAMENTOS
